-1,-255.69233231279787,39.12047350000001,125.0,16.512000000000008,239.18033231279787,10.0
-1,-448.88787196264764,30.53688912962963,257.0,391.5839999999993,57.303871962648294,10.0
-1,-404.38410853385767,11.96117216666666,259.0,388.8959999999995,15.488108533858142,7.0
-1,-381.8490475450876,31.547742805555558,261.0,364.0319999999999,17.81704754508768,8.0
-1,-555.6096253244754,15.601084486111105,287.0,531.8399999999974,23.769625324477975,4.0
-1,-350.9318179108411,18.075411578703697,250.0,339.3600000000001,11.571817910840998,7.0
-1,-408.1631962225086,36.542594935185164,200.0,328.89599999999996,79.26719622250863,10.0
-1,-520.6384468635002,38.9815536111111,256.0,383.7119999999992,136.926446863501,10.0
-1,-305.087576497327,40.531989287037035,187.0,244.41600000000042,60.67157649732658,8.0
-1,-301.73402780909447,29.33331768518519,185.0,235.96800000000016,65.76602780909433,9.0
-1,-277.6581902372407,32.057569796296285,134.0,143.0400000000001,134.6181902372406,10.0
-1,-237.85263244356526,36.71745445370371,169.0,155.04000000000025,82.81263244356501,10.0
-1,-264.6746359627563,45.64169782870372,128.0,86.496,178.17863596275632,10.0
-1,-218.165028550655,62.19528666666672,104.0,23.90400000000001,194.261028550655,10.0
-1,-226.88163378285637,36.67302991666668,116.0,50.976,175.90563378285637,10.0
-1,-145.73330669133887,90.8141001111111,131.0,14.784000000000011,130.94930669133885,10.0
-1,-113.14923408242676,37.49492438888888,68.0,16.8,96.34923408242676,10.0
-1,-152.41440666860933,44.67891144444448,82.0,20.92800000000001,131.48640666860933,10.0
-1,-145.08116677734245,23.693001222222208,42.0,7.9680000000000035,137.11316677734246,10.0
-1,-138.63660240431872,55.43658172222223,83.0,12.480000000000008,126.1566024043187,10.0
-1,-200.6020668040634,59.197301944444504,89.0,18.432000000000006,182.1700668040634,10.0
